name,year,value,lastvalue
High systolic blood pressure,1995,3862.078355,1425.81813
High body-mass index,1995,2038.941023,1560.387769
Dietary risks,1995,3838.236925,1781.744555
Child and maternal malnutrition,1992,946.3615318,684.4932126
Tobacco,1992,5466.254673,2166.616137
Alcohol use,1992,1243.359863,1356.986529
Drug use,1992,585.1702555,808.2567567
High fasting plasma glucose,1992,1645.042835,1323.215512
High systolic blood pressure,1992,4283.868661,1425.81813
High body-mass index,1992,2094.406098,1560.387769
Low bone mineral density,1992,72.14305319,82.7169358
Unsafe sex,1996,73.87226397,35.03412621
High LDL cholesterol,1996,2116.916073,827.9498482
Childhood maltreatment,1996,71.65742461,69.19312289
Unsafe sex,1995,108.4568599,35.03412621
Tobacco,1995,12.73333465,9.421210184
Alcohol use,1995,513.4660751,379.3339308
Drug use,1995,68.93736771,60.51861264
Low bone mineral density,1995,71.70778165,82.7169358
Occupational risks,1995,89.04059622,71.76301757
Air pollution,1996,911.1019395,470.9214085
Other environmental risks,1996,199.8317966,77.18261982
Child and maternal malnutrition,1996,8.471723456,4.021618224
Tobacco,1996,4423.504202,2081.450921
Alcohol use,1996,777.1576792,940.4730534
Drug use,1996,611.8358925,744.3005951
High fasting plasma glucose,1996,1567.883526,1322.012706
High systolic blood pressure,1996,3670.789275,1425.81813
High body-mass index,1996,2008.748408,1560.387769
Dietary risks,1996,3669.445825,1781.744555
Impaired kidney function,1996,461.7592694,241.5616216
Tobacco,1996,12.3924403,9.421210184
Alcohol use,1996,510.2444522,379.3339308
Drug use,1996,69.14778481,60.51861264
Low bone mineral density,1996,71.74610762,82.7169358
Occupational risks,1996,85.88460251,71.76301757
High fasting plasma glucose,1993,1644.538833,1323.215512
High systolic blood pressure,1993,4213.420064,1425.81813
High body-mass index,1993,2100.551283,1560.387769
Low bone mineral density,1993,72.26229868,82.7169358
Low physical activity,1993,562.7813633,217.9527211
Dietary risks,1995,3838.236925,1781.744555
Low physical activity,1995,516.8942669,217.9527211
Occupational risks,1995,1230.507457,877.720578
Occupational risks,1993,1204.554596,805.9575604
Impaired kidney function,1997,440.6250556,241.5616216
High LDL cholesterol,1997,1979.192797,827.9498482
Childhood maltreatment,1997,71.67785127,69.19312289
"Unsafe water, sanitation, and handwashing",1993,9.131734728,6.516237549
Air pollution,1993,1123.345018,509.4408812
Other environmental risks,1993,226.0730724,77.18261982
Child and maternal malnutrition,1993,939.1223035,684.4932126
Tobacco,1993,5340.403387,2166.616137
Alcohol use,1993,1277.789223,1356.986529
Drug use,1993,610.5742746,808.2567567
"Unsafe water, sanitation, and handwashing",1994,9.002431323,6.516237549
Air pollution,1994,1063.279787,509.4408812
Other environmental risks,1994,213.9142083,77.18261982
Air pollution,1997,869.0903491,470.9214085
Other environmental risks,1997,190.0664722,77.18261982
Child and maternal malnutrition,1997,7.896410593,4.021618224
Tobacco,1997,4177.800929,2081.450921
Alcohol use,1997,800.7004821,940.4730534
Drug use,1997,636.3332271,744.3005951
High fasting plasma glucose,1997,1577.277661,1322.012706
High systolic blood pressure,1997,3458.759736,1425.81813
High body-mass index,1997,1972.473298,1560.387769
Dietary risks,1997,3486.598599,1781.744555
Unsafe sex,1997,54.18002159,35.03412621
Impaired kidney function,1995,481.3936799,241.5616216
High LDL cholesterol,1995,2246.818345,827.9498482
Childhood maltreatment,1995,71.56707691,69.19312289
Tobacco,1997,11.98954431,9.421210184
Alcohol use,1997,505.7451321,379.3339308
Drug use,1997,68.93486387,60.51861264
Low bone mineral density,1997,71.84534097,82.7169358
Occupational risks,1997,83.07891629,71.76301757
Child and maternal malnutrition,1994,932.6230406,684.4932126
Tobacco,1994,5026.381737,2166.616137
Alcohol use,1994,1293.219763,1356.986529
Drug use,1994,636.0022525,808.2567567
High fasting plasma glucose,1994,1589.628341,1323.215512
High systolic blood pressure,1994,3962.203266,1425.81813
High body-mass index,1994,2035.244384,1560.387769
Low bone mineral density,1994,71.72703038,82.7169358
Low physical activity,1994,529.2455532,217.9527211
Occupational risks,1994,1157.397006,805.9575604
Impaired kidney function,1998,426.7387285,241.5616216
High LDL cholesterol,1998,1891.841781,827.9498482
Childhood maltreatment,1998,71.74042382,69.19312289
Air pollution,1998,844.7048598,470.9214085
Other environmental risks,1998,184.0919023,77.18261982
Child and maternal malnutrition,1998,7.099732715,4.021618224
Tobacco,1998,4010.522977,2081.450921
Alcohol use,1998,830.0278765,940.4730534
Unsafe sex,1998,38.16132037,35.03412621
Drug use,1998,661.9751874,744.3005951
High fasting plasma glucose,1998,1616.702785,1322.012706
High systolic blood pressure,1998,3312.768226,1425.81813
High body-mass index,1998,1969.135588,1560.387769
Dietary risks,1998,3377.962373,1781.744555
Dietary risks,1996,3669.445825,1781.744555
Low physical activity,1996,492.9000778,217.9527211
Occupational risks,1996,1195.676274,877.720578
Impaired kidney function,1996,461.7592694,241.5616216
High LDL cholesterol,1996,2116.916073,827.9498482
Childhood maltreatment,1996,71.65742461,69.19312289
Tobacco,1998,11.62704096,9.421210184
Alcohol use,1998,506.21026,379.3339308
Drug use,1998,69.91996815,60.51861264
Low bone mineral density,1998,72.37872417,82.7169358
Occupational risks,1998,79.98006213,71.76301757
"Unsafe water, sanitation, and handwashing",1995,9.033680292,6.516237549
Air pollution,1995,1045.511567,509.4408812
Other environmental risks,1995,208.9037592,77.18261982
Child and maternal malnutrition,1995,933.8768745,684.4932126
Tobacco,1995,4882.725936,2166.616137
Alcohol use,1995,1336.736229,1356.986529
Drug use,1995,669.0540567,808.2567567
High fasting plasma glucose,1995,1582.589812,1323.215512
High systolic blood pressure,1995,3862.078355,1425.81813
High body-mass index,1995,2038.941023,1560.387769
Low bone mineral density,1995,71.70778165,82.7169358
Low physical activity,1995,516.8942669,217.9527211
Occupational risks,1995,1141.46686,805.9575604
Dietary risks,1997,3486.598599,1781.744555
Low physical activity,1997,467.2318308,217.9527211
Occupational risks,1997,1159.291511,877.720578
Impaired kidney function,1999,410.3102609,241.5616216
High LDL cholesterol,1999,1789.150443,827.9498482
Childhood maltreatment,1999,71.86389998,69.19312289
Impaired kidney function,1997,440.6250556,241.5616216
High LDL cholesterol,1997,1979.192797,827.9498482
Childhood maltreatment,1997,71.67785127,69.19312289
Air pollution,1999,813.0688924,470.9214085
Other environmental risks,1999,176.1272773,77.18261982
Child and maternal malnutrition,1999,6.880172778,4.021618224
Tobacco,1999,3818.12535,2081.450921
Alcohol use,1999,853.7777096,940.4730534
Drug use,1999,680.0425574,744.3005951
High fasting plasma glucose,1999,1628.505349,1322.012706
High systolic blood pressure,1999,3136.073784,1425.81813
High body-mass index,1999,1946.468678,1560.387769
Dietary risks,1999,3230.164583,1781.744555
Unsafe sex,1999,38.96402692,35.03412621
Tobacco,1999,11.27958239,9.421210184
Alcohol use,1999,497.303559,379.3339308
Drug use,1999,68.38238912,60.51861264
Low bone mineral density,1999,72.96380608,82.7169358
Occupational risks,1999,77.33015509,71.76301757
"Unsafe water, sanitation, and handwashing",1996,8.998702228,6.516237549
Air pollution,1996,1006.877679,509.4408812
Other environmental risks,1996,199.8317966,77.18261982
Child and maternal malnutrition,1996,949.3641922,684.4932126
Tobacco,1996,4648.228801,2166.616137
Alcohol use,1996,1364.575362,1356.986529
Drug use,1996,690.8246463,808.2567567
High fasting plasma glucose,1996,1569.6225,1323.215512
High systolic blood pressure,1996,3670.789275,1425.81813
High body-mass index,1996,2008.748408,1560.387769
Low bone mineral density,1996,71.74610762,82.7169358
Dietary risks,1998,3377.962373,1781.744555
Low physical activity,1998,451.246965,217.9527211
Occupational risks,1998,1139.686772,877.720578
Low physical activity,1996,492.9000778,217.9527211
Occupational risks,1996,1109.791671,805.9575604
Impaired kidney function,1998,426.7387285,241.5616216
High LDL cholesterol,1998,1891.841781,827.9498482
Childhood maltreatment,1998,71.74042382,69.19312289
Air pollution,2000,774.3452365,470.9214085
Other environmental risks,2000,166.1941818,77.18261982
Child and maternal malnutrition,2000,6.632166645,4.021618224
Tobacco,2000,3609.982001,2081.450921
Alcohol use,2000,876.9073626,940.4730534
Tobacco,2000,11.00255263,9.421210184
Alcohol use,2000,488.7316189,379.3339308
Drug use,2000,66.48269286,60.51861264
Low bone mineral density,2000,73.71638115,82.7169358
Occupational risks,2000,75.25597053,71.76301757
Low physical activity,1999,430.7636549,217.9527211
Occupational risks,1999,1114.490108,877.720578
High fasting plasma glucose,1997,1578.98509,1323.215512
High systolic blood pressure,1997,3458.759736,1425.81813
High body-mass index,1997,1972.473298,1560.387769
Low bone mineral density,1997,71.84534097,82.7169358
Drug use,2000,685.8454483,744.3005951
High fasting plasma glucose,2000,1592.051011,1322.012706
High systolic blood pressure,2000,2934.517002,1425.81813
High body-mass index,2000,1905.376587,1560.387769
Dietary risks,2000,3057.886928,1781.744555
"Unsafe water, sanitation, and handwashing",1997,8.85566717,6.516237549
Air pollution,1997,963.8360181,509.4408812
Other environmental risks,1997,190.0664722,77.18261982
Child and maternal malnutrition,1997,916.4249005,684.4932126
Tobacco,1997,4394.731484,2166.616137
Alcohol use,1997,1383.5234,1356.986529
Drug use,1997,712.0573267,808.2567567
Impaired kidney function,1999,410.3102609,241.5616216
High LDL cholesterol,1999,1789.150443,827.9498482
Childhood maltreatment,1999,71.86389998,69.19312289
Occupational risks,1997,1076.212595,805.9575604
Low physical activity,1997,467.2318308,217.9527211
High LDL cholesterol,2000,1680.301702,827.9498482
Childhood maltreatment,2000,72.25407527,69.19312289
Impaired kidney function,2000,389.9141493,241.5616216
Dietary risks,1999,3230.164583,1781.744555
Unsafe sex,2000,38.71647163,35.03412621
Childhood maltreatment,2000,72.25407527,69.19312289
Dietary risks,2000,3057.886928,1781.744555
Low physical activity,2000,406.4871476,217.9527211
Occupational risks,2000,1084.126965,877.720578
Impaired kidney function,2000,389.9141493,241.5616216
High LDL cholesterol,2000,1680.301702,827.9498482
"Unsafe water, sanitation, and handwashing",1998,8.681765549,6.516237549
Air pollution,1998,937.2921987,509.4408812
Other environmental risks,1998,184.0919023,77.18261982
Impaired kidney function,2001,374.52655,241.5616216
High LDL cholesterol,2001,1586.772865,827.9498482
Childhood maltreatment,2001,72.98088867,69.19312289
Drug use,2002,706.3704394,744.3005951
High fasting plasma glucose,2002,1499.068085,1322.012706
High systolic blood pressure,2002,2638.453692,1425.81813
High body-mass index,2002,1861.322723,1560.387769
Dietary risks,2002,2818.741807,1781.744555
Unsafe sex,2002,39.89556654,35.03412621
Air pollution,2002,728.0619948,470.9214085
Other environmental risks,2002,152.5277294,77.18261982
Child and maternal malnutrition,2002,5.883320799,4.021618224
Tobacco,2002,3328.513447,2081.450921
Alcohol use,2002,942.7262476,940.4730534
Child and maternal malnutrition,1998,893.1439202,684.4932126
Tobacco,1998,4217.278592,2166.616137
Alcohol use,1998,1412.635582,1356.986529
Drug use,1998,736.2342128,808.2567567
High fasting plasma glucose,1998,1618.453071,1323.215512
High systolic blood pressure,1998,3312.768226,1425.81813
High body-mass index,1998,1969.135588,1560.387769
Low bone mineral density,1998,72.37872417,82.7169358
Air pollution,2001,744.2477813,470.9214085
Other environmental risks,2001,157.9975674,77.18261982
Child and maternal malnutrition,2001,6.421979519,4.021618224
Tobacco,2001,3438.66262,2081.450921
Alcohol use,2001,912.1060829,940.4730534
Drug use,2001,698.2508232,744.3005951
High fasting plasma glucose,2001,1540.334216,1322.012706
High systolic blood pressure,2001,2762.567621,1425.81813
High body-mass index,2001,1871.137199,1560.387769
Dietary risks,2001,2911.07525,1781.744555
High LDL cholesterol,2002,1524.758123,827.9498482
Childhood maltreatment,2002,72.88787866,69.19312289
Impaired kidney function,2002,366.4145956,241.5616216
Low physical activity,1998,451.246965,217.9527211
Occupational risks,1998,1059.70671,805.9575604
Dietary risks,2001,2911.07525,1781.744555
Unsafe sex,2001,38.2221975,35.03412621
Tobacco,2001,10.73381387,9.421210184
Alcohol use,2001,481.1971224,379.3339308
Drug use,2001,65.53568257,60.51861264
Low bone mineral density,2001,74.42705141,82.7169358
Occupational risks,2001,73.60229644,71.76301757
Low physical activity,2001,386.3720428,217.9527211
Occupational risks,2001,1063.611207,877.720578
High fasting plasma glucose,1999,1630.232646,1323.215512
High systolic blood pressure,1999,3136.073784,1425.81813
High body-mass index,1999,1946.468678,1560.387769
Low bone mineral density,1999,72.96380608,82.7169358
"Unsafe water, sanitation, and handwashing",1999,8.451085452,6.516237549
Air pollution,1999,902.2845425,509.4408812
Other environmental risks,1999,176.1272773,77.18261982
Child and maternal malnutrition,1999,900.409589,684.4932126
Tobacco,1999,4012.310499,2166.616137
Alcohol use,1999,1425.482465,1356.986529
Drug use,1999,752.9345414,808.2567567
Low physical activity,1999,430.7636549,217.9527211
Impaired kidney function,2001,374.52655,241.5616216
High LDL cholesterol,2001,1586.772865,827.9498482
Childhood maltreatment,2001,72.98088867,69.19312289
Tobacco,2002,10.4712491,9.421210184
Alcohol use,2002,475.002343,379.3339308
Drug use,2002,65.26210017,60.51861264
Low bone mineral density,2002,75.39838074,82.7169358
Occupational risks,2002,71.92858703,71.76301757
Occupational risks,1999,1037.159953,805.9575604
Childhood maltreatment,2002,72.88787866,69.19312289
Impaired kidney function,2002,366.4145956,241.5616216
High LDL cholesterol,2002,1524.758123,827.9498482
Dietary risks,2002,2818.741807,1781.744555
Low physical activity,2002,373.7199509,217.9527211
Occupational risks,2002,1061.626752,877.720578
Tobacco,2003,10.20032049,9.421210184
Alcohol use,2003,465.488887,379.3339308
Drug use,2003,64.86221111,60.51861264
Low bone mineral density,2003,76.26427845,82.7169358
Occupational risks,2003,70.77908312,71.76301757
Tobacco,2004,9.844494482,9.421210184
Alcohol use,2004,446.8936644,379.3339308
Drug use,2004,62.94568898,60.51861264
Low bone mineral density,2004,76.16412585,82.7169358
Occupational risks,2004,71.25864678,71.76301757
Low physical activity,2000,406.4871476,217.9527211
Occupational risks,2000,1008.870994,805.9575604
Impaired kidney function,2003,354.8441398,241.5616216
High LDL cholesterol,2003,1453.235043,827.9498482
Childhood maltreatment,2003,72.58618415,69.19312289
Child and maternal malnutrition,2002,853.7987189,684.4932126
Tobacco,2002,3466.585017,2166.616137
Alcohol use,2002,1476.781121,1356.986529
Drug use,2002,776.3122185,808.2567567
High fasting plasma glucose,2002,1500.641719,1323.215512
High systolic blood pressure,2002,2638.453692,1425.81813
High body-mass index,2002,1861.322723,1560.387769
Low bone mineral density,2002,75.39838074,82.7169358
Unsafe sex,2003,40.58122557,35.03412621
High LDL cholesterol,2004,1329.985819,827.9498482
Childhood maltreatment,2004,72.08810379,69.19312289
Impaired kidney function,2004,333.2042212,241.5616216
Air pollution,2003,707.6258396,470.9214085
Other environmental risks,2003,145.7966732,77.18261982
Child and maternal malnutrition,2003,5.837892923,4.021618224
Tobacco,2003,3203.230472,2081.450921
Alcohol use,2003,966.6022588,940.4730534
Drug use,2003,711.3107651,744.3005951
High fasting plasma glucose,2003,1443.291003,1322.012706
High systolic blood pressure,2003,2491.531098,1425.81813
High body-mass index,2003,1839.660791,1560.387769
Dietary risks,2003,2706.109497,1781.744555
Unsafe sex,2004,35.74769661,35.03412621
Air pollution,2004,664.7627551,470.9214085
Other environmental risks,2004,134.9356769,77.18261982
Child and maternal malnutrition,2004,5.417804953,4.021618224
Tobacco,2004,3000.079432,2081.450921
Alcohol use,2004,967.5976366,940.4730534
Drug use,2004,712.8334441,744.3005951
High fasting plasma glucose,2004,1355.977582,1322.012706
High systolic blood pressure,2004,2273.380678,1425.81813
High body-mass index,2004,1770.36905,1560.387769
Dietary risks,2004,2512.137187,1781.744555
Low physical activity,2002,373.7199509,217.9527211
Occupational risks,2002,989.6981647,805.9575604
"Unsafe water, sanitation, and handwashing",2002,7.442177415,6.516237549
Air pollution,2002,795.0767896,509.4408812
Other environmental risks,2002,152.5277294,77.18261982
Low physical activity,2003,357.8475068,217.9527211
Occupational risks,2003,1054.992314,877.720578
Child and maternal malnutrition,2000,883.4232698,684.4932126
Tobacco,2000,3785.407147,2166.616137
Alcohol use,2000,1435.204348,1356.986529
Drug use,2000,756.7654858,808.2567567
High fasting plasma glucose,2000,1593.698203,1323.215512
High systolic blood pressure,2000,2934.517002,1425.81813
High body-mass index,2000,1905.376587,1560.387769
Low bone mineral density,2000,73.71638115,82.7169358
Dietary risks,2003,2706.109497,1781.744555
Impaired kidney function,2003,354.8441398,241.5616216
High LDL cholesterol,2003,1453.235043,827.9498482
Childhood maltreatment,2003,72.58618415,69.19312289
"Unsafe water, sanitation, and handwashing",2000,8.05249145,6.516237549
Air pollution,2000,856.4126127,509.4408812
Other environmental risks,2000,166.1941818,77.18261982
Low physical activity,2001,386.3720428,217.9527211
Occupational risks,2001,990.0089103,805.9575604
High fasting plasma glucose,2001,1541.91499,1323.215512
High systolic blood pressure,2001,2762.567621,1425.81813
High body-mass index,2001,1871.137199,1560.387769
Low bone mineral density,2001,74.42705141,82.7169358
Dietary risks,2004,2512.137187,1781.744555
Low physical activity,2004,330.0753452,217.9527211
Occupational risks,2004,1028.947396,877.720578
"Unsafe water, sanitation, and handwashing",2001,7.55354146,6.516237549
Air pollution,2001,815.8126747,509.4408812
Other environmental risks,2001,157.9975674,77.18261982
Child and maternal malnutrition,2001,866.5488903,684.4932126
Tobacco,2001,3589.037161,2166.616137
Alcohol use,2001,1455.234864,1356.986529
Drug use,2001,768.1999161,808.2567567
Childhood maltreatment,2004,72.08810379,69.19312289
Occupational risks,2003,984.2132306,805.9575604
Impaired kidney function,2004,333.2042212,241.5616216
High LDL cholesterol,2004,1329.985819,827.9498482
Low physical activity,2003,357.8475068,217.9527211
Air pollution,2005,636.3654031,470.9214085
Other environmental risks,2005,126.6183875,77.18261982
Child and maternal malnutrition,2005,5.034695119,4.021618224
Tobacco,2005,2854.851714,2081.450921
Alcohol use,2005,979.2849154,940.4730534
Drug use,2005,719.1184212,744.3005951
High fasting plasma glucose,2005,1302.477404,1322.012706
High systolic blood pressure,2005,2114.260715,1425.81813
High body-mass index,2005,1726.414413,1560.387769
Dietary risks,2005,2378.432082,1781.744555
High fasting plasma glucose,2003,1444.828364,1323.215512
High systolic blood pressure,2003,2491.531098,1425.81813
High body-mass index,2003,1839.660791,1560.387769
Low bone mineral density,2003,76.26427845,82.7169358
"Unsafe water, sanitation, and handwashing",2003,7.459403075,6.516237549
Air pollution,2003,771.7075913,509.4408812
Other environmental risks,2003,145.7966732,77.18261982
Child and maternal malnutrition,2003,867.3804893,684.4932126
Tobacco,2003,3331.948865,2166.616137
Alcohol use,2003,1488.751771,1356.986529
Drug use,2003,780.9338708,808.2567567
Tobacco,2005,9.645041932,9.421210184
Alcohol use,2005,437.890497,379.3339308
Drug use,2005,62.10210432,60.51861264
Low bone mineral density,2005,76.60660076,82.7169358
Occupational risks,2005,71.03019006,71.76301757
Impaired kidney function,2005,318.766406,241.5616216
High LDL cholesterol,2005,1245.851351,827.9498482
Childhood maltreatment,2005,72.13468566,69.19312289
Impaired kidney function,2006,311.8026424,241.5616216
Air pollution,2006,626.8104961,470.9214085
Other environmental risks,2006,121.9014897,77.18261982
Child and maternal malnutrition,2006,4.980188763,4.021618224
Tobacco,2006,2778.95296,2081.450921
Alcohol use,2006,1002.630595,940.4730534
Drug use,2006,739.8808388,744.3005951
High fasting plasma glucose,2006,1288.564524,1322.012706
High systolic blood pressure,2006,2023.706299,1425.81813
High body-mass index,2006,1719.280951,1560.387769
Dietary risks,2006,2318.471978,1781.744555
High LDL cholesterol,2006,1201.245671,827.9498482
Childhood maltreatment,2006,72.9952909,69.19312289
Impaired kidney function,2007,298.5510231,241.5616216
High LDL cholesterol,2007,1121.451383,827.9498482
Childhood maltreatment,2007,73.87408872,69.19312289
Impaired kidney function,2005,318.766406,241.5616216
High LDL cholesterol,2005,1245.851351,827.9498482
Childhood maltreatment,2005,72.13468566,69.19312289
Air pollution,2007,602.3363029,470.9214085
Other environmental risks,2007,114.152984,77.18261982
Child and maternal malnutrition,2007,4.878259144,4.021618224
Tobacco,2007,2636.820855,2081.450921
Alcohol use,2007,994.0943069,940.4730534
Drug use,2007,750.6515763,744.3005951
High fasting plasma glucose,2007,1260.013888,1322.012706
High systolic blood pressure,2007,1888.413106,1425.81813
